Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Sunrise_DateTime,Sunset_DateTime,Tavg_float,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,YMD
2,2008-10-13 00:00:00,79,64,72,,57,63.0,-6.5,-6.5,0602,1714, ,M,M,0.0,0.0,29.54,30.2,8.3,20,8.7,2008-10-13 06:02:00,2008-10-13 17:14:00,71.5,72,53.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-13 00:00:00
1,2008-10-14 00:00:00,69,53,61,8.0,43,51.0,0.0,0.0,0603,1712,RA,0,M,0.0,1e-06,29.49,30.22,2.0,30,6.8,2008-10-14 06:03:00,2008-10-14 17:12:00,61.0,61,53.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,2008-10-14 00:00:00
2,2008-10-14 00:00:00,70,55,63,,43,52.0,0.0,0.0,0603,1712, ,M,M,0.0,1e-06,29.54,30.21,1.5,34,7.2,2008-10-14 06:03:00,2008-10-14 17:12:00,62.5,63,53.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-14 00:00:00
1,2008-10-15 00:00:00,63,47,55,2.0,50,53.0,0.0,0.0,0604,1711,RA BR,0,M,0.0,0.3,29.34,30.06,4.2,32,6.3,2008-10-15 06:04:00,2008-10-15 17:11:00,55.0,55,53.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2008-10-15 00:00:00
2,2008-10-15 00:00:00,64,50,57,,51,54.0,0.0,0.0,0604,1711,RA BR,M,M,0.0,0.24,29.39,30.05,3.6,32,6.8,2008-10-15 06:04:00,2008-10-15 17:11:00,57.0,57,53.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,2008-10-15 00:00:00
1,2008-10-16 00:00:00,59,43,51,-1.0,38,44.0,0.0,0.0,0605,1709, ,0,M,0.0,0.0,29.52,30.25,6.1,35,7.5,2008-10-16 06:05:00,2008-10-16 17:09:00,51.0,51,52.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-16 00:00:00
2,2008-10-16 00:00:00,59,44,52,,39,45.0,0.0,0.0,0605,1709, ,M,M,0.0,0.0,29.57,30.24,6.7,35,8.0,2008-10-16 06:05:00,2008-10-16 17:09:00,51.5,52,52.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-16 00:00:00
1,2008-10-17 00:00:00,57,43,50,-2.0,39,44.0,0.0,0.0,0606,1707, ,0,M,0.0,0.0,29.53,30.26,6.2,36,7.2,2008-10-17 06:06:00,2008-10-17 17:07:00,50.0,50,52.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-17 00:00:00
2,2008-10-17 00:00:00,56,44,50,,40,46.0,0.0,0.0,0606,1707, ,M,M,0.0,1e-06,29.59,30.25,5.8,36,7.2,2008-10-17 06:06:00,2008-10-17 17:07:00,50.0,50,52.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-17 00:00:00
1,2008-10-18 00:00:00,60,43,52,1.0,40,45.0,0.0,0.0,0607,1706,RA BR,0,M,0.0,0.05,29.58,30.32,2.1,7,6.1,2008-10-18 06:07:00,2008-10-18 17:06:00,51.5,52,51.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2008-10-18 00:00:00
2,2008-10-18 00:00:00,60,46,53,,41,47.0,0.0,0.0,0607,1706,RA BR,M,M,0.0,0.14,29.65,30.32,2.4,7,5.3,2008-10-18 06:07:00,2008-10-18 17:06:00,53.0,53,51.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2008-10-18 00:00:00
1,2008-10-19 00:00:00,62,40,51,0.0,37,45.0,0.0,0.0,0608,1704, ,0,M,0.0,0.0,29.49,30.24,12.0,19,12.4,2008-10-19 06:08:00,2008-10-19 17:04:00,51.0,51,51.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-19 00:00:00
2,2008-10-19 00:00:00,62,44,53,,37,46.0,0.0,0.0,0608,1704, ,M,M,0.0,0.0,29.57,30.25,10.6,19,10.9,2008-10-19 06:08:00,2008-10-19 17:04:00,53.0,53,51.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-19 00:00:00
1,2008-10-20 00:00:00,55,43,49,-1.0,42,46.0,0.0,0.0,0610,1703,RA BR,0,M,0.0,0.18,29.48,30.21,4.0,31,7.6,2008-10-20 06:10:00,2008-10-20 17:03:00,49.0,49,50.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,2008-10-20 00:00:00
2,2008-10-20 00:00:00,56,44,50,,43,47.0,0.0,0.0,0610,1703,RA BR,M,M,0.0,0.31,29.54,30.21,3.2,31,7.4,2008-10-20 06:10:00,2008-10-20 17:03:00,50.0,50,50.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,2008-10-20 00:00:00
1,2008-10-21 00:00:00,55,38,47,-3.0,35,42.0,0.0,0.0,0611,1701, ,0,M,0.0,0.0,29.64,30.37,7.1,2,8.7,2008-10-21 06:11:00,2008-10-21 17:01:00,46.5,47,50.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-21 00:00:00
2,2008-10-21 00:00:00,55,39,47,,37,43.0,0.0,0.0,0611,1701, ,M,M,0.0,0.0,29.7,30.37,6.7,3,9.2,2008-10-21 06:11:00,2008-10-21 17:01:00,47.0,47,50.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-21 00:00:00
1,2008-10-22 00:00:00,52,35,44,-6.0,30,40.0,0.0,0.0,0612,1700, ,0,M,0.0,0.0,29.65,30.39,12.1,12,13.1,2008-10-22 06:12:00,2008-10-22 17:00:00,43.5,44,50.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-22 00:00:00
2,2008-10-22 00:00:00,54,40,47,,29,40.0,0.0,0.0,0612,1700, ,M,M,0.0,0.0,29.71,30.4,12.0,12,12.6,2008-10-22 06:12:00,2008-10-22 17:00:00,47.0,47,50.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-22 00:00:00
1,2008-10-23 00:00:00,58,41,50,1.0,36,44.0,0.0,0.0,0613,1658,RA,0,M,0.0,0.16,29.5,30.27,11.5,12,11.8,2008-10-23 06:13:00,2008-10-23 16:58:00,49.5,50,49.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2008-10-23 00:00:00
2,2008-10-23 00:00:00,60,40,50,,34,43.0,0.0,0.0,0613,1658,RA,M,M,0.0,0.09,29.56,30.27,10.6,12,10.8,2008-10-23 06:13:00,2008-10-23 16:58:00,50.0,50,49.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2008-10-23 00:00:00
1,2008-10-24 00:00:00,54,44,49,0.0,44,47.0,0.0,0.0,0614,1657,TSRA RA BR,0,M,0.0,0.32,29.18,29.96,5.3,19,6.1,2008-10-24 06:14:00,2008-10-24 16:57:00,49.0,49,49.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,2008-10-24 00:00:00
2,2008-10-24 00:00:00,56,45,51,,44,47.0,0.0,0.0,0614,1657,RA BR,M,M,0.0,0.63,29.25,29.97,5.6,20,6.9,2008-10-24 06:14:00,2008-10-24 16:57:00,50.5,51,49.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,2008-10-24 00:00:00
1,2008-10-25 00:00:00,53,43,48,0.0,40,44.0,0.0,0.0,0616,1656,RA DZ BR,0,M,0.0,1e-06,29.02,29.77,11.9,22,12.3,2008-10-25 06:16:00,2008-10-25 16:56:00,48.0,48,48.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,2008-10-25 00:00:00
2,2008-10-25 00:00:00,53,43,48,,41,45.0,0.0,0.0,0616,1656, ,M,M,0.0,1e-06,29.09,29.79,12.8,23,13.2,2008-10-25 06:16:00,2008-10-25 16:56:00,48.0,48,48.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-25 00:00:00
1,2008-10-26 00:00:00,56,37,47,-1.0,32,41.0,0.0,0.0,0617,1654,RA,0,M,1e-06,1e-06,29.1,29.8,17.2,27,17.8,2008-10-26 06:17:00,2008-10-26 16:54:00,46.5,47,48.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2008-10-26 00:00:00
2,2008-10-26 00:00:00,56,36,46,,34,41.0,0.0,0.0,0617,1654,RA SN,M,M,1e-06,0.01,29.17,29.81,17.5,27,18.4,2008-10-26 06:17:00,2008-10-26 16:54:00,46.0,46,48.0,-2.0,1,0,0,0,1,0,0,0,0,0,0,0,2008-10-26 00:00:00
1,2008-10-27 00:00:00,47,33,40,-8.0,27,35.0,0.0,0.0,0618,1653, ,0,M,1e-06,1e-06,29.51,30.2,13.7,31,14.4,2008-10-27 06:18:00,2008-10-27 16:53:00,40.0,40,48.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-27 00:00:00
2,2008-10-27 00:00:00,47,34,41,,28,35.0,0.0,0.0,0618,1653,RA SN,M,M,1e-06,1e-06,29.57,30.21,13.4,31,13.9,2008-10-27 06:18:00,2008-10-27 16:53:00,40.5,41,48.0,-7.0,1,0,0,0,1,0,0,0,0,0,0,0,2008-10-27 00:00:00
1,2008-10-28 00:00:00,45,31,38,-9.0,23,33.0,0.0,0.0,0619,1651, ,0,M,0.0,0.0,29.54,30.29,10.5,30,10.9,2008-10-28 06:19:00,2008-10-28 16:51:00,38.0,38,47.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-28 00:00:00
2,2008-10-28 00:00:00,45,32,39,,23,33.0,0.0,0.0,0619,1651, ,M,M,0.0,0.0,29.6,30.31,9.9,30,10.3,2008-10-28 06:19:00,2008-10-28 16:51:00,38.5,39,47.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-28 00:00:00
1,2008-10-29 00:00:00,51,32,42,-5.0,24,34.0,0.0,0.0,0620,1650, ,0,M,0.0,0.0,29.47,30.21,3.7,32,6.2,2008-10-29 06:20:00,2008-10-29 16:50:00,41.5,42,47.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-29 00:00:00
2,2008-10-29 00:00:00,51,33,42,,25,35.0,0.0,0.0,0620,1650, ,M,M,0.0,0.0,29.54,30.22,1.7,29,6.1,2008-10-29 06:20:00,2008-10-29 16:50:00,42.0,42,47.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-29 00:00:00
1,2008-10-30 00:00:00,62,31,47,1.0,32,41.0,0.0,0.0,0622,1649, ,0,M,0.0,0.0,29.57,30.31,10.5,19,10.4,2008-10-30 06:22:00,2008-10-30 16:49:00,46.5,47,46.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-30 00:00:00
2,2008-10-30 00:00:00,63,34,49,,31,41.0,0.0,0.0,0622,1649, ,M,M,0.0,0.0,29.65,30.33,9.3,19,9.4,2008-10-30 06:22:00,2008-10-30 16:49:00,48.5,49,46.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-30 00:00:00
1,2008-10-31 00:00:00,70,48,59,13.0,46,51.0,0.0,0.0,0623,1647, ,0,M,0.0,0.0,29.57,30.3,5.7,22,7.4,2008-10-31 06:23:00,2008-10-31 16:47:00,59.0,59,46.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2008-10-31 00:00:00
2,2008-10-31 00:00:00,71,49,60,,46,51.0,0.0,0.0,0623,1647,HZ,M,M,0.0,0.0,29.64,30.3,6.0,22,7.9,2008-10-31 06:23:00,2008-10-31 16:47:00,60.0,60,46.0,14.0,0,0,0,1,0,0,0,0,0,0,0,0,2008-10-31 00:00:00
1,2009-05-01 00:00:00,60,46,53,0.0,40,47.0,0.0,0.0,0448,1849,RA,0,M,0.0,0.02,29.26,29.98,8.4,29,8.5,2009-05-01 04:48:00,2009-05-01 18:49:00,53.0,53,53.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-05-01 00:00:00
2,2009-05-01 00:00:00,62,48,55,,42,48.0,0.0,0.0,0448,1849,RA,M,M,0.0,0.04,29.33,29.98,8.1,29,8.6,2009-05-01 04:48:00,2009-05-01 18:49:00,55.0,55,53.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-05-01 00:00:00
1,2009-05-02 00:00:00,66,44,55,1.0,33,45.0,0.0,0.0,0447,1850, ,0,M,0.0,0.0,29.21,29.94,8.8,26,9.2,2009-05-02 04:47:00,2009-05-02 18:50:00,55.0,55,54.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-02 00:00:00
2,2009-05-02 00:00:00,65,45,55,,34,46.0,0.0,0.0,0447,1850, ,M,M,0.0,0.0,29.28,29.95,9.2,27,9.5,2009-05-02 04:47:00,2009-05-02 18:50:00,55.0,55,54.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-02 00:00:00
1,2009-05-03 00:00:00,70,43,57,3.0,34,47.0,0.0,0.0,0446,1851, ,0,M,0.0,0.0,29.19,29.92,3.9,26,4.9,2009-05-03 04:46:00,2009-05-03 18:51:00,56.5,57,54.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-03 00:00:00
2,2009-05-03 00:00:00,70,45,58,,35,48.0,0.0,0.0,0446,1851, ,M,M,0.0,0.0,29.26,29.92,4.7,26,4.8,2009-05-03 04:46:00,2009-05-03 18:51:00,57.5,58,54.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-03 00:00:00
1,2009-05-04 00:00:00,70,43,57,3.0,34,47.0,0.0,0.0,0444,1852, ,0,M,0.0,0.0,29.31,30.02,6.5,9,7.6,2009-05-04 04:44:00,2009-05-04 18:52:00,56.5,57,54.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-04 00:00:00
2,2009-05-04 00:00:00,70,49,60,,36,48.0,0.0,0.0,0444,1852, ,M,M,0.0,0.0,29.37,30.02,7.1,9,8.4,2009-05-04 04:44:00,2009-05-04 18:52:00,59.5,60,54.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-04 00:00:00
1,2009-05-05 00:00:00,71,49,60,5.0,40,50.0,0.0,0.0,0443,1853, ,0,M,0.0,0.0,29.22,29.95,5.5,13,6.0,2009-05-05 04:43:00,2009-05-05 18:53:00,60.0,60,55.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-05 00:00:00
2,2009-05-05 00:00:00,70,54,62,,41,51.0,0.0,0.0,0443,1853, ,M,M,0.0,0.0,29.28,29.95,5.1,12,5.9,2009-05-05 04:43:00,2009-05-05 18:53:00,62.0,62,55.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-05 00:00:00
1,2009-05-06 00:00:00,75,51,63,8.0,51,55.0,0.0,0.0,0442,1855,RA BR,0,M,0.0,0.67,29.05,29.79,6.5,19,8.1,2009-05-06 04:42:00,2009-05-06 18:55:00,63.0,63,55.0,8.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-05-06 00:00:00
2,2009-05-06 00:00:00,75,56,66,,51,56.0,-0.5,-0.5,0442,1855,RA BR,M,M,0.0,0.86,29.13,29.8,6.2,19,7.2,2009-05-06 04:42:00,2009-05-06 18:55:00,65.5,66,55.0,11.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-05-06 00:00:00
1,2009-05-07 00:00:00,77,56,67,12.0,52,57.0,-1.5,-1.5,0441,1856,RA BR HZ,0,M,0.0,0.19,29.01,29.73,8.5,25,10.3,2009-05-07 04:41:00,2009-05-07 18:56:00,66.5,67,55.0,12.0,1,1,0,1,0,0,0,0,0,0,0,0,2009-05-07 00:00:00
2,2009-05-07 00:00:00,77,56,67,,53,58.0,-1.5,-1.5,0441,1856,RA BR HZ,M,M,0.0,0.03,29.08,29.74,8.2,24,9.2,2009-05-07 04:41:00,2009-05-07 18:56:00,66.5,67,55.0,12.0,1,1,0,1,0,0,0,0,0,0,0,0,2009-05-07 00:00:00
1,2009-05-08 00:00:00,77,53,65,9.0,53,58.0,0.0,0.0,0439,1857,TSRA RA,0,M,0.0,0.02,28.94,29.68,4.9,21,6.0,2009-05-08 04:39:00,2009-05-08 18:57:00,65.0,65,56.0,9.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-05-08 00:00:00
2,2009-05-08 00:00:00,74,57,66,,55,59.0,-0.5,-0.5,0439,1857,BR HZ,M,M,0.0,0.01,29.0,29.67,4.4,20,6.1,2009-05-08 04:39:00,2009-05-08 18:57:00,65.5,66,56.0,10.0,0,1,0,1,0,0,0,0,0,0,0,0,2009-05-08 00:00:00
1,2009-05-09 00:00:00,63,46,55,-1.0,44,48.0,0.0,0.0,0438,1858, ,0,M,0.0,1e-06,29.19,29.87,6.8,29,11.8,2009-05-09 04:38:00,2009-05-09 18:58:00,54.5,55,56.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-09 00:00:00
2,2009-05-09 00:00:00,64,45,55,,44,49.0,0.0,0.0,0438,1858, ,M,M,0.0,0.0,29.26,29.87,4.7,28,11.3,2009-05-09 04:38:00,2009-05-09 18:58:00,54.5,55,56.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-09 00:00:00
1,2009-05-10 00:00:00,67,40,54,-2.0,39,46.0,0.0,0.0,0437,1859, ,0,M,0.0,0.0,29.41,30.11,4.7,30,8.4,2009-05-10 04:37:00,2009-05-10 18:59:00,53.5,54,56.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-10 00:00:00
2,2009-05-10 00:00:00,67,43,55,,40,47.0,0.0,0.0,0437,1859,RA,M,M,0.0,0.02,29.47,30.11,5.1,30,9.0,2009-05-10 04:37:00,2009-05-10 18:59:00,55.0,55,56.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-05-10 00:00:00
1,2009-05-11 00:00:00,61,39,50,-7.0,35,44.0,0.0,0.0,0436,1900, ,0,M,0.0,0.0,29.47,30.2,0.7,8,4.6,2009-05-11 04:36:00,2009-05-11 19:00:00,50.0,50,57.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-11 00:00:00
2,2009-05-11 00:00:00,61,40,51,,34,44.0,0.0,0.0,0436,1900, ,M,M,0.0,0.0,29.53,30.2,2.1,7,4.5,2009-05-11 04:36:00,2009-05-11 19:00:00,50.5,51,57.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-11 00:00:00
1,2009-05-12 00:00:00,71,39,55,-2.0,34,47.0,0.0,0.0,0435,1901, ,0,M,0.0,0.0,29.38,30.13,9.5,16,9.6,2009-05-12 04:35:00,2009-05-12 19:01:00,55.0,55,57.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-12 00:00:00
2,2009-05-12 00:00:00,72,44,58,,32,47.0,0.0,0.0,0435,1901, ,M,M,0.0,0.0,29.44,30.13,8.9,16,9.5,2009-05-12 04:35:00,2009-05-12 19:01:00,58.0,58,57.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-12 00:00:00
1,2009-05-13 00:00:00,70,53,62,4.0,56,58.0,0.0,0.0,0434,1902,TSRA RA BR,0,M,0.0,0.55,29.01,29.76,14.4,19,16.4,2009-05-13 04:34:00,2009-05-13 19:02:00,61.5,62,58.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-05-13 00:00:00
2,2009-05-13 00:00:00,71,54,63,,58,60.0,0.0,0.0,0434,1902,TSRA RA DZ BR,M,M,0.0,1.03,29.08,29.77,12.9,18,14.8,2009-05-13 04:34:00,2009-05-13 19:02:00,62.5,63,58.0,5.0,1,1,1,0,0,0,0,0,1,0,0,0,2009-05-13 00:00:00
1,2009-05-14 00:00:00,68,53,61,3.0,44,52.0,0.0,0.0,0433,1903, ,0,M,0.0,0.0,29.31,30.0,10.5,27,10.7,2009-05-14 04:33:00,2009-05-14 19:03:00,60.5,61,58.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-14 00:00:00
2,2009-05-14 00:00:00,69,55,62,,44,53.0,0.0,0.0,0433,1903, ,M,M,0.0,1e-06,29.38,30.0,11.1,27,11.3,2009-05-14 04:33:00,2009-05-14 19:03:00,62.0,62,58.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-14 00:00:00
1,2009-05-15 00:00:00,61,52,57,-1.0,51,54.0,0.0,0.0,0432,1904,RA BR,0,M,0.0,0.39,29.28,30.0,6.0,16,8.8,2009-05-15 04:32:00,2009-05-15 19:04:00,56.5,57,58.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-05-15 00:00:00
2,2009-05-15 00:00:00,63,55,59,,52,55.0,0.0,0.0,0432,1904,TSRA RA BR,M,M,0.0,0.7,29.34,29.99,4.4,15,5.8,2009-05-15 04:32:00,2009-05-15 19:04:00,59.0,59,58.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-05-15 00:00:00
1,2009-05-16 00:00:00,62,45,54,-5.0,40,49.0,0.0,0.0,0431,1905,BR,0,M,0.0,0.0,29.36,30.05,11.0,29,12.5,2009-05-16 04:31:00,2009-05-16 19:05:00,53.5,54,59.0,-5.0,0,1,0,0,0,0,0,0,0,0,0,0,2009-05-16 00:00:00
2,2009-05-16 00:00:00,62,47,55,,41,50.0,0.0,0.0,0431,1905,DZ BR,M,M,0.0,0.04,29.41,30.05,11.0,30,12.4,2009-05-16 04:31:00,2009-05-16 19:05:00,54.5,55,59.0,-4.0,0,1,0,0,0,0,0,0,1,0,0,0,2009-05-16 00:00:00
1,2009-05-17 00:00:00,63,39,51,-8.0,27,42.0,0.0,0.0,0430,1906, ,0,M,0.0,0.0,29.6,30.32,0.2,33,6.2,2009-05-17 04:30:00,2009-05-17 19:06:00,51.0,51,59.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-17 00:00:00
2,2009-05-17 00:00:00,59,41,50,,28,42.0,0.0,0.0,0430,1906, ,M,M,0.0,0.0,29.67,30.32,3.3,9,6.5,2009-05-17 04:30:00,2009-05-17 19:06:00,50.0,50,59.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-17 00:00:00
1,2009-05-18 00:00:00,66,40,53,-7.0,33,45.0,0.0,0.0,0429,1907, ,0,M,0.0,1e-06,29.54,30.29,9.6,19,9.9,2009-05-18 04:29:00,2009-05-18 19:07:00,53.0,53,60.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-18 00:00:00
2,2009-05-18 00:00:00,67,45,56,,30,45.0,0.0,0.0,0429,1907, ,M,M,0.0,1e-06,29.62,30.3,9.3,19,9.5,2009-05-18 04:29:00,2009-05-18 19:07:00,56.0,56,60.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-18 00:00:00
1,2009-05-19 00:00:00,80,52,66,6.0,44,55.0,-1.0,-1.0,0428,1908, ,0,M,0.0,0.0,29.48,30.21,13.5,21,13.8,2009-05-19 04:28:00,2009-05-19 19:08:00,66.0,66,60.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-19 00:00:00
2,2009-05-19 00:00:00,80,54,67,,43,54.0,-2.0,-2.0,0428,1908, ,M,M,0.0,0.0,29.55,30.22,12.3,21,12.4,2009-05-19 04:28:00,2009-05-19 19:08:00,67.0,67,60.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-19 00:00:00
1,2009-05-20 00:00:00,84,61,73,12.0,44,57.0,-7.5,-7.5,0427,1909, ,0,M,0.0,0.0,29.4,30.13,14.4,20,14.6,2009-05-20 04:27:00,2009-05-20 19:09:00,72.5,73,61.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-20 00:00:00
2,2009-05-20 00:00:00,85,61,73,,43,57.0,-8.0,-8.0,0427,1909, ,M,M,0.0,1e-06,29.47,30.13,11.9,20,12.1,2009-05-20 04:27:00,2009-05-20 19:09:00,73.0,73,61.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-20 00:00:00
1,2009-05-21 00:00:00,84,60,72,11.0,49,59.0,-7.0,-7.0,0426,1910, ,0,M,0.0,0.0,29.38,30.09,7.8,23,12.8,2009-05-21 04:26:00,2009-05-21 19:10:00,72.0,72,61.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-21 00:00:00
2,2009-05-21 00:00:00,85,60,73,,48,59.0,-7.5,-7.5,0426,1910, ,M,M,0.0,0.0,29.44,30.09,8.1,25,10.9,2009-05-21 04:26:00,2009-05-21 19:10:00,72.5,73,61.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-21 00:00:00
1,2009-05-22 00:00:00,69,53,61,0.0,46,53.0,0.0,0.0,0425,1911, ,0,M,0.0,0.0,29.46,30.18,10.4,4,10.7,2009-05-22 04:25:00,2009-05-22 19:11:00,61.0,61,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-22 00:00:00
2,2009-05-22 00:00:00,70,56,63,,47,54.0,0.0,0.0,0425,1911, ,M,M,0.0,0.0,29.5,30.16,10.0,3,10.6,2009-05-22 04:25:00,2009-05-22 19:11:00,63.0,63,61.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-22 00:00:00
1,2009-05-23 00:00:00,80,50,65,4.0,50,57.0,0.0,0.0,0425,1912, ,0,M,0.0,0.0,29.33,30.06,4.5,7,5.7,2009-05-23 04:25:00,2009-05-23 19:12:00,65.0,65,61.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-23 00:00:00
2,2009-05-23 00:00:00,79,55,67,,51,58.0,-2.0,-2.0,0425,1912, ,M,M,0.0,1e-06,29.39,30.05,4.5,8,5.5,2009-05-23 04:25:00,2009-05-23 19:12:00,67.0,67,61.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-23 00:00:00
1,2009-05-24 00:00:00,71,55,63,1.0,46,53.0,0.0,0.0,0424,1913, ,0,M,0.0,0.0,29.34,30.07,10.4,4,11.0,2009-05-24 04:24:00,2009-05-24 19:13:00,63.0,63,62.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-24 00:00:00
2,2009-05-24 00:00:00,70,56,63,,47,54.0,0.0,0.0,0424,1913, ,M,M,0.0,0.0,29.39,30.05,10.7,3,10.8,2009-05-24 04:24:00,2009-05-24 19:13:00,63.0,63,62.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-24 00:00:00
1,2009-05-25 00:00:00,67,54,61,-1.0,43,51.0,0.0,0.0,0423,1914,RA DZ,0,M,0.0,0.04,29.28,30.02,10.3,6,10.8,2009-05-25 04:23:00,2009-05-25 19:14:00,60.5,61,62.0,-1.0,1,0,0,0,0,0,0,0,1,0,0,0,2009-05-25 00:00:00
2,2009-05-25 00:00:00,64,56,60,,46,53.0,0.0,0.0,0423,1914,RA DZ,M,M,0.0,0.08,29.33,30.0,8.7,6,9.5,2009-05-25 04:23:00,2009-05-25 19:14:00,60.0,60,62.0,-2.0,1,0,0,0,0,0,0,0,1,0,0,0,2009-05-25 00:00:00
1,2009-05-26 00:00:00,74,53,64,2.0,51,55.0,0.0,0.0,0422,1915,TSRA RA BR,0,M,0.0,1.73,29.08,29.82,7.5,5,7.8,2009-05-26 04:22:00,2009-05-26 19:15:00,63.5,64,62.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-05-26 00:00:00
