Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,YMD
1,66,40,33,45.0,0429,1907,1e-06,29.54,30.29,9.6,19,9.9,53,60.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-18
2,67,45,30,45.0,0429,1907,1e-06,29.62,30.3,9.3,19,9.5,56,60.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-18
1,80,52,44,55.0,0428,1908,0.0,29.48,30.21,13.5,21,13.8,66,60.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-19
2,80,54,43,54.0,0428,1908,0.0,29.55,30.22,12.3,21,12.4,67,60.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-19
1,84,61,44,57.0,0427,1909,0.0,29.4,30.13,14.4,20,14.6,73,61.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-20
2,85,61,43,57.0,0427,1909,1e-06,29.47,30.13,11.9,20,12.1,73,61.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-20
1,84,60,49,59.0,0426,1910,0.0,29.38,30.09,7.8,23,12.8,72,61.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-21
2,85,60,48,59.0,0426,1910,0.0,29.44,30.09,8.1,25,10.9,73,61.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-21
1,69,53,46,53.0,0425,1911,0.0,29.46,30.18,10.4,4,10.7,61,61.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-22
2,70,56,47,54.0,0425,1911,0.0,29.5,30.16,10.0,3,10.6,63,61.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-22
1,80,50,50,57.0,0425,1912,0.0,29.33,30.06,4.5,7,5.7,65,61.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-23
2,79,55,51,58.0,0425,1912,1e-06,29.39,30.05,4.5,8,5.5,67,61.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-23
1,71,55,46,53.0,0424,1913,0.0,29.34,30.07,10.4,4,11.0,63,62.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-24
2,70,56,47,54.0,0424,1913,0.0,29.39,30.05,10.7,3,10.8,63,62.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-24
1,67,54,43,51.0,0423,1914,0.04,29.28,30.02,10.3,6,10.8,61,62.0,-1.0,1,0,0,0,0,0,0,0,1,0,0,0,2009-05-25
2,64,56,46,53.0,0423,1914,0.08,29.33,30.0,8.7,6,9.5,60,62.0,-2.0,1,0,0,0,0,0,0,0,1,0,0,0,2009-05-25
1,74,53,51,55.0,0422,1915,1.73,29.08,29.82,7.5,5,7.8,64,62.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-05-26
2,76,56,54,58.0,0422,1915,1.38,29.13,29.81,5.7,6,6.8,66,62.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-05-26
1,73,55,58,60.0,0422,1916,0.02,28.95,29.68,3.6,24,7.2,64,62.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,2009-05-27
2,75,58,60,63.0,0422,1916,1e-06,29.02,29.67,6.8,24,8.3,67,62.0,5.0,0,1,0,1,0,0,0,0,1,0,0,0,2009-05-27
1,62,54,51,54.0,0421,1916,0.0,29.06,29.76,6.8,30,8.1,58,63.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-28
2,64,55,51,54.0,0421,1916,0.0,29.11,29.75,6.8,29,8.3,60,63.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-28
1,74,50,49,55.0,0421,1917,1e-06,29.17,29.88,2.7,32,6.9,62,64.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-29
2,77,55,49,55.0,0421,1917,0.0,29.23,29.87,2.0,31,6.8,66,64.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-29
1,79,50,46,54.0,0420,1918,1e-06,29.09,29.81,2.9,27,6.8,65,64.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-05-30
2,79,53,46,55.0,0420,1918,1e-06,29.15,29.8,1.8,29,6.6,66,64.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-30
1,73,45,41,50.0,0420,1919,0.0,29.21,29.94,2.7,10,4.6,59,64.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-31
2,72,49,43,52.0,0420,1919,0.0,29.26,29.93,2.9,9,6.3,61,64.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-05-31
1,78,51,53,57.0,0419,1920,0.44,29.19,29.89,1.2,34,11.1,65,64.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-06-01
2,80,52,54,58.0,0419,1920,0.83,29.25,29.88,1.0,34,10.0,66,64.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-06-01
1,60,48,46,50.0,0419,1920,0.12,29.36,30.09,7.4,3,8.0,54,64.0,-10.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-06-02
2,61,50,47,51.0,0419,1920,0.06,29.42,30.07,8.3,3,9.2,56,64.0,-8.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-06-02
1,61,43,39,46.0,0418,1921,0.0,29.42,30.15,10.5,4,10.7,52,64.0,-12.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-03
2,61,47,40,48.0,0418,1921,0.0,29.47,30.13,11.0,2,11.4,54,64.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-03
1,68,42,37,48.0,0418,1922,0.0,29.31,30.05,4.7,4,5.9,55,64.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-04
2,68,47,38,49.0,0418,1922,0.0,29.36,30.05,5.2,5,6.4,58,64.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-04
1,79,44,44,54.0,0417,1923,0.0,29.18,29.91,5.8,26,6.7,62,65.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-05
2,80,47,43,54.0,0417,1923,0.0,29.23,29.91,6.3,25,7.2,64,65.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-05
1,63,51,45,50.0,0417,1923,0.02,29.2,29.93,6.2,5,7.7,57,66.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-06
2,66,55,48,53.0,0417,1923,1e-06,29.26,29.92,4.7,3,7.2,61,66.0,-5.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-06-06
1,73,52,53,57.0,0417,1924,0.04,29.14,29.87,2.7,8,6.9,63,66.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,2009-06-07
2,74,56,54,59.0,0417,1924,1e-06,29.21,29.86,1.5,11,7.7,65,66.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-06-07
1,80,52,60,63.0,0417,1925,0.45,29.06,29.77,5.9,24,9.2,66,66.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-06-08
2,82,55,61,65.0,0417,1925,0.3,29.11,29.76,6.4,25,10.0,69,66.0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,2009-06-08
1,67,55,53,56.0,0416,1925,1e-06,29.23,29.94,4.0,6,6.3,61,66.0,-5.0,0,1,0,0,0,0,0,0,1,0,0,0,2009-06-09
2,67,56,53,56.0,0416,1925,1e-06,29.29,29.94,6.4,8,7.9,62,66.0,-4.0,0,1,0,1,0,0,0,0,1,0,0,0,2009-06-09
1,67,54,49,53.0,0416,1926,0.01,29.15,29.89,8.0,5,8.7,61,67.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-06-10
2,67,55,50,55.0,0416,1926,0.04,29.21,29.88,8.5,4,9.2,61,67.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-06-10
1,64,53,51,54.0,0416,1926,0.01,29.11,29.83,10.2,3,10.3,59,67.0,-8.0,1,0,0,1,0,0,0,0,0,0,0,0,2009-06-11
2,60,53,53,54.0,0416,1926,1.14,29.17,29.82,8.8,1,9.0,57,67.0,-10.0,1,1,0,1,0,0,0,0,0,0,0,0,2009-06-11
1,74,49,49,55.0,0416,1927,1e-06,29.24,29.95,4.4,7,5.8,62,68.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-06-12
2,72,50,49,55.0,0416,1927,1e-06,29.3,29.95,5.0,6,6.7,61,68.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-12
1,68,54,51,55.0,0416,1927,0.33,29.28,30.0,5.9,5,6.7,61,68.0,-7.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-06-13
2,66,56,52,55.0,0416,1927,0.31,29.34,29.99,7.2,4,7.6,61,68.0,-7.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-06-13
1,77,51,48,57.0,0416,1928,0.0,29.29,30.01,4.5,4,4.7,64,68.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-14
2,76,54,50,57.0,0416,1928,0.0,29.34,30.0,5.1,5,5.8,65,68.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-14
1,81,53,49,58.0,0416,1928,0.0,29.28,30.01,5.5,9,6.4,67,68.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-15
2,81,57,49,58.0,0416,1928,0.0,29.34,29.99,7.4,9,7.7,69,68.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,2009-06-15
1,71,59,55,60.0,0416,1929,1.23,29.15,29.89,11.2,10,11.8,65,69.0,-4.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-06-16
2,71,64,57,61.0,0416,1929,1.07,29.21,29.87,10.3,11,10.7,68,69.0,-1.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-06-16
1,71,61,59,62.0,0416,1929,0.0,29.16,29.88,3.0,36,6.2,66,69.0,-3.0,0,1,0,1,0,0,0,0,0,0,0,0,2009-06-17
2,73,63,60,63.0,0416,1929,0.0,29.21,29.87,2.6,34,6.7,68,69.0,-1.0,0,1,0,1,0,0,0,0,0,0,0,0,2009-06-17
1,80,61,63,67.0,0416,1929,0.12,29.08,29.81,6.7,16,7.9,71,70.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-06-18
2,81,63,64,67.0,0416,1929,0.11,29.15,29.79,3.7,17,5.8,72,70.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,2009-06-18
1,86,65,67,69.0,0416,1930,3.97,28.97,29.7,7.2,18,11.6,76,70.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-06-19
2,88,66,68,70.0,0416,1930,0.87,29.03,29.68,6.3,18,10.5,77,70.0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-06-19
1,87,68,65,70.0,0416,1930,0.0,29.08,29.76,8.3,29,8.6,78,70.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-20
2,88,69,65,70.0,0416,1930,0.0,29.13,29.74,8.3,28,8.6,79,70.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-20
1,84,70,63,68.0,0416,1930,0.01,29.12,29.82,2.8,7,3.9,77,70.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-21
2,86,71,64,69.0,0416,1930,1e-06,29.17,29.8,3.3,9,3.5,79,70.0,9.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-06-21
1,89,68,67,71.0,0417,1931,0.09,29.09,29.79,4.0,11,5.6,79,70.0,9.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-06-22
2,89,70,67,71.0,0417,1931,0.06,29.15,29.77,5.3,12,7.2,80,70.0,10.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-06-22
1,94,71,69,73.0,0417,1931,0.0,29.16,29.87,1.8,14,3.5,83,70.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-23
2,92,75,68,73.0,0417,1931,0.0,29.22,29.85,2.8,13,4.5,84,70.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-23
1,94,75,68,73.0,0417,1931,0.04,29.16,29.87,1.9,22,5.8,85,71.0,14.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-06-24
2,93,73,68,73.0,0417,1931,0.78,29.21,29.85,2.1,23,4.3,83,71.0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,2009-06-24
1,94,75,69,73.0,0417,1931,1e-06,29.08,29.8,2.4,32,4.9,85,71.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-25
2,93,76,68,73.0,0417,1931,0.0,29.15,29.77,1.8,26,4.6,85,71.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-25
1,86,69,60,67.0,0418,1931,0.0,29.13,29.85,6.4,4,8.2,78,71.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-26
2,86,72,61,67.0,0418,1931,0.0,29.2,29.83,6.4,4,8.0,79,71.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-26
1,89,62,61,67.0,0418,1931,0.3,29.1,29.82,5.1,21,6.9,76,71.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-06-27
2,90,67,60,67.0,0418,1931,0.05,29.18,29.8,6.0,22,6.9,79,71.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-06-27
1,83,66,53,62.0,0419,1931,0.0,29.0,29.73,13.2,29,13.6,75,71.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-28
2,83,68,53,62.0,0419,1931,0.0,29.08,29.71,14.1,29,14.6,76,71.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-28
1,77,63,54,61.0,0419,1931,0.0,28.89,29.6,12.2,30,12.7,70,71.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-29
2,78,65,54,61.0,0419,1931,0.0,28.95,29.59,13.4,30,14.1,72,71.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-29
1,66,59,53,57.0,0419,1931,0.0,28.95,29.65,8.9,30,9.1,63,72.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-30
2,68,61,53,58.0,0419,1931,0.0,29.0,29.64,8.1,30,8.3,65,72.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-06-30
1,65,57,52,56.0,0420,1931,1e-06,29.07,29.77,8.2,32,8.7,61,72.0,-11.0,1,0,0,0,0,0,0,0,1,0,0,0,2009-07-01
2,65,57,54,57.0,0420,1931,0.02,29.13,29.76,6.6,31,7.4,61,72.0,-11.0,1,1,0,0,0,0,0,0,1,0,0,0,2009-07-01
1,73,59,54,60.0,0420,1931,0.0,29.26,29.95,8.4,31,8.8,66,72.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-02
2,73,60,55,60.0,0420,1931,0.0,29.31,29.94,5.7,31,7.6,67,72.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-02
1,79,63,56,62.0,0421,1931,0.0,29.36,30.06,1.2,34,5.8,71,72.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-03
2,79,62,56,62.0,0421,1931,0.0,29.41,30.05,1.8,2,6.5,71,72.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-03
1,69,59,58,61.0,0422,1930,0.2,29.26,29.99,1.8,13,3.8,64,72.0,-8.0,1,1,0,0,0,0,0,1,0,0,0,0,2009-07-04
2,69,63,58,62.0,0422,1930,0.12,29.31,29.98,3.4,14,4.7,66,72.0,-6.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-07-04
1,81,57,58,63.0,0422,1930,0.05,29.2,29.92,0.7,34,2.4,69,72.0,-3.0,1,1,0,1,0,0,0,0,0,0,0,0,2009-07-05
2,82,61,59,64.0,0422,1930,0.03,29.25,29.9,0.3,36,2.6,72,72.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,2009-07-05
1,86,60,54,62.0,0423,1930,0.0,29.14,29.86,7.5,31,7.8,73,72.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-06
2,85,63,54,63.0,0423,1930,0.0,29.2,29.84,4.2,30,5.5,74,72.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-06
1,77,59,54,60.0,0423,1930,1e-06,29.18,29.89,5.9,7,7.0,68,72.0,-4.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-07-07
2,76,65,55,61.0,0423,1930,0.0,29.24,29.88,5.9,7,7.5,71,72.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-07
1,65,61,56,59.0,0424,1929,0.06,29.28,29.99,6.8,6,7.0,63,73.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-07-08
2,68,62,55,59.0,0424,1929,0.17,29.34,29.98,7.0,8,7.4,65,73.0,-8.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-07-08
1,79,59,57,63.0,0425,1929,0.0,29.35,30.07,5.8,11,6.9,69,73.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-09
2,80,63,58,64.0,0425,1929,0.0,29.41,30.05,6.5,10,7.3,72,73.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-09
1,82,63,64,67.0,0425,1929,0.08,29.34,30.06,4.4,21,4.9,73,73.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-07-10
2,84,67,65,68.0,0425,1929,0.12,29.41,30.04,3.6,21,4.6,76,73.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,2009-07-10
1,85,63,59,65.0,0426,1928,0.25,29.34,30.04,4.8,31,7.0,74,73.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,2009-07-11
2,85,68,60,67.0,0426,1928,1.12,29.39,30.02,5.9,29,7.6,77,73.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-07-11
1,82,58,51,60.0,0427,1928,0.0,29.35,30.07,2.9,29,5.7,70,73.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-12
2,82,60,50,60.0,0427,1928,0.0,29.41,30.05,1.9,33,5.2,71,73.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-12
1,79,61,46,57.0,0428,1927,0.0,29.36,30.07,4.8,7,5.8,70,73.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-13
2,78,66,48,59.0,0428,1927,0.0,29.41,30.05,5.8,7,7.4,72,73.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-13
1,80,55,51,59.0,0428,1927,0.0,29.34,30.07,6.7,16,7.5,68,73.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-14
2,81,60,49,60.0,0428,1927,0.0,29.41,30.06,7.5,16,7.7,71,73.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-14
1,85,65,62,67.0,0429,1926,0.68,29.18,29.9,10.0,24,12.4,75,74.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,2009-07-15
2,86,67,62,67.0,0429,1926,0.32,29.23,29.88,10.0,25,13.8,77,74.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-07-15
1,80,64,56,62.0,0430,1925,1e-06,29.17,29.89,9.9,28,10.8,72,74.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-16
2,82,65,57,63.0,0430,1925,0.17,29.23,29.88,9.6,28,10.3,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-16
1,70,57,51,56.0,0431,1925,0.0,29.15,29.87,10.6,30,10.8,64,74.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-17
2,70,58,52,57.0,0431,1925,1e-06,29.21,29.86,10.1,29,10.4,64,74.0,-10.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-07-17
1,72,57,52,57.0,0432,1924,0.0,29.31,30.01,8.1,31,8.2,65,74.0,-9.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-18
2,73,58,52,58.0,0432,1924,0.0,29.36,30.0,6.6,32,7.1,66,74.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-18
1,71,57,52,58.0,0433,1923,0.0,29.39,30.11,1.3,36,4.0,64,74.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-19
2,73,60,53,59.0,0433,1923,0.0,29.45,30.1,1.4,4,4.6,67,74.0,-7.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-19
1,76,55,55,60.0,0433,1923,0.0,29.36,30.09,5.1,9,5.5,66,74.0,-8.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-20
2,76,59,56,61.0,0433,1923,0.0,29.42,30.08,6.2,10,6.5,68,74.0,-6.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-20
1,80,58,57,62.0,0434,1922,0.04,29.28,30.01,3.1,13,5.8,69,74.0,-5.0,1,0,0,0,0,0,0,0,1,0,0,0,2009-07-21
2,82,64,56,63.0,0434,1922,0.0,29.33,29.99,4.9,14,6.3,73,74.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-21
1,78,63,61,64.0,0435,1921,1e-06,29.23,29.95,3.5,3,5.0,71,74.0,-3.0,0,1,0,1,0,0,0,0,0,0,0,0,2009-07-22
2,79,66,59,64.0,0435,1921,0.0,29.28,29.93,2.8,11,5.9,73,74.0,-1.0,0,1,0,1,0,0,0,0,0,0,0,0,2009-07-22
1,82,62,58,63.0,0436,1920,0.0,29.21,29.93,2.6,32,5.0,72,74.0,-2.0,0,1,1,1,0,0,0,0,0,0,0,0,2009-07-23
2,79,63,60,64.0,0436,1920,0.1,29.26,29.91,1.7,1,6.0,71,74.0,-3.0,0,1,0,1,0,0,0,0,0,0,0,0,2009-07-23
1,83,61,59,64.0,0437,1919,0.14,29.08,29.83,8.9,23,9.8,72,74.0,-2.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-07-24
2,83,62,60,65.0,0437,1919,0.19,29.14,29.82,8.7,23,9.6,73,74.0,-1.0,1,0,1,0,0,0,0,0,0,0,0,0,2009-07-24
1,81,66,58,64.0,0438,1918,0.0,29.02,29.73,10.6,28,11.1,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-25
2,81,66,59,65.0,0438,1918,1e-06,29.08,29.71,10.8,27,11.5,74,74.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-25
1,82,63,58,64.0,0439,1918,1e-06,29.13,29.82,8.0,29,8.6,73,74.0,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-07-26
2,82,64,59,65.0,0439,1918,0.0,29.18,29.8,9.1,29,9.4,73,74.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-26
1,84,64,61,66.0,0440,1917,0.02,29.13,29.86,9.3,23,10.1,74,74.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-07-27
2,84,66,61,67.0,0440,1917,0.03,29.21,29.85,9.2,23,9.6,75,74.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-07-27
1,84,66,60,66.0,0441,1916,0.01,29.08,29.78,6.4,28,8.0,75,74.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-07-28
2,86,68,62,67.0,0441,1916,0.01,29.13,29.77,6.5,28,7.7,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-28
1,81,62,51,59.0,0442,1915,0.0,29.13,29.84,4.2,35,7.1,72,74.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-29
2,79,66,52,61.0,0442,1915,0.0,29.19,29.82,3.8,3,7.1,73,74.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-29
1,79,59,57,62.0,0443,1914,1e-06,29.15,29.85,4.4,23,5.5,69,74.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-30
2,80,65,57,63.0,0443,1914,1e-06,29.2,29.84,4.9,24,6.3,73,74.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-30
1,81,58,54,61.0,0444,1913,0.0,29.23,29.94,6.2,26,7.3,70,74.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-31
2,82,62,55,62.0,0444,1913,0.0,29.29,29.92,5.9,27,6.7,72,74.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-07-31
1,75,61,59,62.0,0445,1911,1e-06,29.18,29.91,11.6,22,11.4,68,73.0,-5.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-08-01
2,75,63,59,63.0,0445,1911,0.01,29.24,29.9,10.6,23,10.5,69,73.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-01
1,78,57,51,59.0,0446,1910,0.0,29.2,29.93,6.8,25,9.6,68,73.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-02
2,79,58,52,59.0,0446,1910,0.0,29.26,29.92,6.2,26,8.4,69,73.0,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-02
1,84,67,60,66.0,0447,1909,0.07,29.1,29.82,12.2,21,12.4,76,73.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-03
2,86,68,61,66.0,0447,1909,0.06,29.17,29.81,11.0,21,11.3,77,73.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,2009-08-03
1,85,67,61,67.0,0448,1908,0.0,29.17,29.87,2.5,2,5.8,76,73.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,2009-08-04
2,86,69,63,68.0,0448,1908,0.0,29.21,29.85,1.8,5,6.2,78,73.0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,2009-08-04
1,79,61,54,61.0,0449,1907,0.0,29.34,30.05,2.9,6,4.2,70,73.0,-3.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-05
2,79,66,56,63.0,0449,1907,0.0,29.4,30.03,3.8,6,5.6,73,73.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-05
1,82,60,51,60.0,0450,1906,0.0,29.39,30.09,1.4,6,5.4,71,73.0,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-06
2,81,62,51,60.0,0450,1906,0.0,29.44,30.08,3.4,9,5.5,72,73.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-06
1,74,64,59,63.0,0451,1904,0.33,29.36,30.09,7.3,15,7.8,69,73.0,-4.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-08-07
2,74,67,59,63.0,0451,1904,0.23,29.41,30.08,6.4,15,7.2,71,73.0,-2.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-08-07
1,89,68,70,73.0,0452,1903,0.02,29.2,29.92,12.9,21,13.6,79,73.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,2009-08-08
2,89,69,70,73.0,0452,1903,0.08,29.26,29.92,12.2,21,12.8,79,73.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,2009-08-08
1,91,77,71,74.0,0453,1902,0.18,29.23,29.94,11.6,23,12.9,84,73.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-09
2,92,77,72,75.0,0453,1902,0.02,29.29,29.92,11.1,23,12.3,85,73.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-09
1,85,70,65,69.0,0454,1900,0.0,29.24,29.95,6.9,26,7.2,78,73.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,2009-08-10
