Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD,PIPIENS,RESTUANS,SALINARIUS,TERRITANS,Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,Days_Since_Spray,Dist_to_Closest_Spray,Week,DaylightMinutes
CULEX PIPIENS,17,T039,41.911824,-87.726737,9,4,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,22,T061,41.801179,-87.679447,8,3,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,22,T061,41.801179,-87.679447,8,10,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,35,T062,41.800737,-87.71188,8,2,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,52,T065,41.778297,-87.752411,9,18,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,52,T065,41.778297,-87.752411,9,28,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,67,T066,41.77166,-87.703047,8,8,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,73,T067,41.759346,-87.745602,9,6,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,73,T067,41.759346,-87.745602,9,10,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,22,T069,41.768388,-87.678649,8,35,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,22,T069,41.768388,-87.678649,8,5,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,52,T070,41.797616,-87.797894,8,3,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,61,T071,41.781416,-87.776532,8,6,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,61,T071,41.781416,-87.776532,8,10,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,10,T073,41.773215,-87.60088,8,12,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX RESTUANS,10,T073,41.773215,-87.60088,8,3,0,2007-08-24 00:00:00,0,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,10,T073,41.773215,-87.60088,8,10,1,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,39,T074,41.822536,-87.666343,9,9,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,39,T074,41.822536,-87.666343,9,7,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,47,T075,41.799282,-87.585487,8,2,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,55,T076,41.794781,-87.615989,8,3,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX TERRITANS,55,T076,41.794781,-87.615989,8,1,0,2007-08-24 00:00:00,0,0,0,1,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,64,T077,41.778748,-87.586427,8,3,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,71,T079,41.766202,-87.562889,9,6,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,71,T079,41.766202,-87.562889,9,14,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,77,T080,41.754676,-87.612922,9,20,1,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,77,T080,41.754676,-87.612922,9,17,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,40,T081,41.821582,-87.627796,9,15,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,40,T081,41.821582,-87.627796,9,16,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,50,T082,41.803423,-87.642984,8,16,1,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,50,T082,41.803423,-87.642984,8,17,1,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,79,T083,41.754292,-87.590773,9,6,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,79,T083,41.754292,-87.590773,9,14,1,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,52,T114,41.798697,-87.736812,8,1,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,52,T114,41.798697,-87.736812,8,8,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX TERRITANS,52,T114,41.798697,-87.736812,8,2,0,2007-08-24 00:00:00,0,0,0,1,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,63,T155,41.776156,-87.778927,9,4,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,63,T155,41.776156,-87.778927,9,5,1,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX SALINARIUS,63,T155,41.776156,-87.778927,9,1,0,2007-08-24 00:00:00,0,0,1,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,37,T063,41.82561,-87.726549,9,1,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,37,T063,41.82561,-87.726549,9,6,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,80,T072,41.74785,-87.702716,9,1,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX TERRITANS,80,T072,41.74785,-87.702716,9,1,0,2007-08-24 00:00:00,0,0,0,1,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,65,T078,41.775051,-87.655356,9,2,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,65,T078,41.775051,-87.655356,9,1,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,82,T097,41.644612,-87.604498,5,2,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,82,T097,41.644612,-87.604498,5,2,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,89,T099,41.733643,-87.55551,8,4,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,89,T099,41.733643,-87.55551,8,3,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,98,T100,41.717753,-87.531657,8,3,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,98,T100,41.717753,-87.531657,8,16,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,58,T027,41.984809,-87.728492,8,3,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,66,T156,41.772846,-87.740029,9,2,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS,66,T156,41.772846,-87.740029,9,3,0,2007-08-24 00:00:00,1,0,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,81,T157,41.825902,-87.667827,5,2,0,2007-08-24 00:00:00,1,1,0,0,2,81,69,67,69.0,1900-01-01 05:09:00,1900-01-01 18:40:00,0.2,29.16,29.81,5.5,25,7.3,75,71.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,720,1.5,34,811
CULEX PIPIENS/RESTUANS,12,T115,41.673408,-87.599862,5,50,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,12,T115,41.673408,-87.599862,5,19,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,12,T115,41.673408,-87.599862,5,50,1,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,12,T115,41.673408,-87.599862,5,50,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,12,T115,41.673408,-87.599862,5,50,1,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,12,T115,41.673408,-87.599862,5,41,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,12,T115,41.673408,-87.599862,5,16,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,10,T138,41.726465,-87.585413,5,7,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,10,T138,41.726465,-87.585413,5,5,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,10,T138,41.726465,-87.585413,5,46,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,10,T138,41.726465,-87.585413,5,50,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,10,T138,41.726465,-87.585413,5,37,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,10,T138,41.726465,-87.585413,5,50,1,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,10,T138,41.726465,-87.585413,5,26,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,10,T138,41.726465,-87.585413,5,2,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX TERRITANS,10,T138,41.726465,-87.585413,5,1,0,2007-08-28 00:00:00,0,0,0,1,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,13,T200,41.678618,-87.559308,5,10,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,13,T200,41.678618,-87.559308,5,18,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,13,T200,41.678618,-87.559308,5,31,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,13,T200,41.678618,-87.559308,5,17,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX TERRITANS,13,T200,41.678618,-87.559308,5,2,0,2007-08-28 00:00:00,0,0,0,1,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX TERRITANS,13,T200,41.678618,-87.559308,5,1,0,2007-08-28 00:00:00,0,0,0,1,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,13,T206,41.737052,-87.543067,5,7,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,13,T206,41.737052,-87.543067,5,13,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,13,T209,41.740641,-87.546587,5,6,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,13,T209,41.740641,-87.546587,5,27,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS/RESTUANS,37,T212,41.680946,-87.535198,8,40,0,2007-08-28 00:00:00,1,1,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,37,T212,41.680946,-87.535198,8,26,1,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,37,T212,41.680946,-87.535198,8,35,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
CULEX PIPIENS,37,T212,41.680946,-87.535198,8,50,0,2007-08-28 00:00:00,1,0,0,0,2,90,69,65,70.0,1900-01-01 05:13:00,1900-01-01 18:34:00,0.0,29.34,29.98,7.8,21,8.3,80,70.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5,35,801
