TrapCoded,RESTUANS,PIPIENS,DaylightMinutes,DewPoint,Tmax,Week,Dist_to_Closest_Spray,Days_Since_Spray,NumMosquitos,WnvPresent
28,1,1,782,59,90,36,1.5,720,2,0
28,0,1,782,59,90,36,1.5,720,1,0
41,0,0,782,59,90,36,1.5,720,2,0
42,1,1,782,59,90,36,1.5,720,4,0
42,1,0,782,59,90,36,1.5,720,1,0
42,0,1,782,59,90,36,1.5,720,13,1
42,0,0,782,59,90,36,1.5,720,1,0
43,1,1,782,59,90,36,1.5,720,19,0
43,0,1,782,59,90,36,1.5,720,16,0
45,1,1,782,59,90,36,1.5,720,10,0
45,1,0,782,59,90,36,1.5,720,1,0
45,0,1,782,59,90,36,1.5,720,14,0
45,0,0,782,59,90,36,1.5,720,2,0
46,1,1,782,59,90,36,1.5,720,1,0
46,0,1,782,59,90,36,1.5,720,3,0
47,1,1,782,59,90,36,1.5,720,1,0
47,0,1,782,59,90,36,1.5,720,7,0
48,1,1,782,59,90,36,1.5,720,2,0
48,0,1,782,59,90,36,1.5,720,3,0
49,0,1,782,59,90,36,1.5,720,1,0
50,0,1,782,59,90,36,1.5,720,3,0
44,1,1,782,59,90,36,1.5,720,2,1
44,0,1,782,59,90,36,1.5,720,1,0
19,1,1,782,59,90,36,1.5,720,2,0
65,1,1,780,62,91,36,1.5,720,1,0
65,0,1,780,62,91,36,1.5,720,13,1
69,1,1,780,62,91,36,1.5,720,7,1
69,0,1,780,62,91,36,1.5,720,1,0
71,0,1,780,62,91,36,1.5,720,1,0
74,1,1,780,62,91,36,1.5,720,13,1
74,0,1,780,62,91,36,1.5,720,38,0
67,1,1,780,62,91,36,1.5,720,2,0
67,0,1,780,62,91,36,1.5,720,1,0
68,1,1,780,62,91,36,1.5,720,10,0
85,1,1,780,62,91,36,1.5,720,1,0
85,0,1,780,62,91,36,1.5,720,38,1
104,1,1,780,62,91,36,1.5,720,5,0
104,0,1,780,62,91,36,1.5,720,2,0
108,0,1,780,62,91,36,1.5,720,1,0
64,1,1,780,62,91,36,1.5,720,2,0
64,0,1,780,62,91,36,1.5,720,4,1
66,1,1,780,62,91,36,1.5,720,3,0
66,0,1,780,62,91,36,1.5,720,14,0
107,0,1,780,62,91,36,1.5,720,1,0
63,0,1,780,62,91,36,1.5,720,2,0
106,0,1,780,62,91,36,1.5,720,5,0
50,1,1,780,62,91,36,1.5,720,1,0
52,1,1,780,62,91,36,1.5,720,5,0
52,0,1,780,62,91,36,1.5,720,4,0
53,0,1,780,62,91,36,1.5,720,3,1
54,0,1,780,62,91,36,1.5,720,1,0
56,1,1,780,62,91,36,1.5,720,1,0
56,0,1,780,62,91,36,1.5,720,1,0
58,1,1,780,62,91,36,1.5,720,3,0
58,0,1,780,62,91,36,1.5,720,4,0
58,0,0,780,62,91,36,1.5,720,1,0
59,1,1,780,62,91,36,1.5,720,2,0
60,1,1,780,62,91,36,1.5,720,2,0
61,0,1,780,62,91,36,1.5,720,2,0
62,0,1,780,62,91,36,1.5,720,1,0
81,1,1,780,62,91,36,1.5,720,7,0
81,1,0,780,62,91,36,1.5,720,1,0
81,0,1,780,62,91,36,1.5,720,7,0
101,1,1,780,62,91,36,1.5,720,7,0
101,0,1,780,62,91,36,1.5,720,6,0
82,0,1,780,62,91,36,1.5,720,50,0
82,0,1,780,62,91,36,1.5,720,50,1
82,0,1,780,62,91,36,1.5,720,48,0
86,1,1,780,62,91,36,1.5,720,4,0
86,0,1,780,62,91,36,1.5,720,50,0
80,1,1,780,62,91,36,1.5,720,2,0
80,0,1,780,62,91,36,1.5,720,2,0
51,1,1,780,62,91,36,1.5,720,1,0
75,1,1,780,62,91,36,1.5,720,2,0
76,1,1,780,62,91,36,1.5,720,1,0
77,1,1,780,62,91,36,1.5,720,22,0
77,0,1,780,62,91,36,1.5,720,3,0
78,1,1,780,62,91,36,1.5,720,2,0
78,0,1,780,62,91,36,1.5,720,1,0
79,1,1,780,62,91,36,1.5,720,28,0
79,0,1,780,62,91,36,1.5,720,23,1
102,1,1,780,62,91,36,1.5,720,1,0
102,0,1,780,62,91,36,1.5,720,5,0
103,0,1,780,62,91,36,1.5,720,1,0
82,1,1,777,66,84,36,1.5,720,19,0
82,1,1,777,66,84,36,1.5,720,50,0
82,1,1,777,66,84,36,1.5,720,46,0
82,1,1,777,66,84,36,1.5,720,49,0
82,1,0,777,66,84,36,1.5,720,3,0
82,0,1,777,66,84,36,1.5,720,19,0
82,0,0,777,66,84,36,1.5,720,2,0
86,1,1,777,66,84,36,1.5,720,50,0
86,1,0,777,66,84,36,1.5,720,1,0
86,0,1,777,66,84,36,1.5,720,50,0
86,0,1,777,66,84,36,1.5,720,39,0
86,0,1,777,66,84,36,1.5,720,50,1
86,0,1,777,66,84,36,1.5,720,48,0
109,1,1,777,66,84,36,1.5,720,5,0
109,1,1,777,66,84,36,1.5,720,3,0
109,0,1,777,66,84,36,1.5,720,5,0
109,0,1,777,66,84,36,1.5,720,3,0
109,0,0,777,66,84,36,1.5,720,1,0
110,0,1,777,66,84,36,1.5,720,4,0
111,1,1,777,66,84,36,1.5,720,10,0
111,0,1,777,66,84,36,1.5,720,2,0
112,1,1,777,66,84,36,1.5,720,21,1
112,0,1,777,66,84,36,1.5,720,3,0
113,1,1,777,66,84,36,1.5,720,6,0
113,0,1,777,66,84,36,1.5,720,2,0
113,0,0,777,66,84,36,1.5,720,2,0
83,1,1,777,66,84,36,1.5,720,17,0
83,1,0,777,66,84,36,1.5,720,1,0
83,0,1,777,66,84,36,1.5,720,47,0
117,1,1,777,66,84,36,1.5,720,1,0
117,0,1,777,66,84,36,1.5,720,2,0
1,1,1,761,43,66,37,1.5,720,2,0
1,0,1,761,43,66,37,1.5,720,6,1
6,1,1,761,42,67,37,1.5,720,2,0
6,0,1,761,42,67,37,1.5,720,8,0
13,1,1,761,42,67,37,1.5,720,3,0
35,1,1,761,43,66,37,1.5,720,2,0
36,1,1,761,43,66,37,1.5,720,1,0
36,0,1,761,43,66,37,1.5,720,1,0
39,1,1,761,43,66,37,1.5,720,1,0
39,0,1,761,43,66,37,1.5,720,1,0
65,1,1,761,43,66,37,1.5,720,5,0
65,0,1,761,43,66,37,1.5,720,5,0
69,1,1,761,43,66,37,1.5,720,1,0
71,0,1,761,43,66,37,1.5,720,1,0
74,1,1,761,43,66,37,1.5,720,4,0
74,0,1,761,43,66,37,1.5,720,3,0
84,1,1,761,43,66,37,1.5,720,1,0
99,0,1,761,43,66,37,1.5,720,10,0
8,0,1,761,42,67,37,1.5,720,5,0
9,1,1,761,42,67,37,1.5,720,10,1
9,0,1,761,42,67,37,1.5,720,11,0
17,0,1,761,43,66,37,1.5,720,4,0
22,1,1,761,43,66,37,1.5,720,4,0
22,0,1,761,43,66,37,1.5,720,7,0
23,0,1,761,43,66,37,1.5,720,6,0
67,1,1,761,43,66,37,1.5,720,1,0
68,1,1,761,43,66,37,1.5,720,1,0
68,0,1,761,43,66,37,1.5,720,5,0
85,1,1,761,43,66,37,1.5,720,14,0
85,0,1,761,43,66,37,1.5,720,50,0
85,0,1,761,43,66,37,1.5,720,38,0
92,0,1,761,43,66,37,1.5,720,2,0
93,0,1,761,43,66,37,1.5,720,1,0
96,1,1,761,43,66,37,1.5,720,1,0
96,0,1,761,43,66,37,1.5,720,1,0
97,1,1,761,43,66,37,1.5,720,3,0
100,0,1,761,43,66,37,1.5,720,3,0
104,1,1,761,43,66,37,1.5,720,2,0
104,0,1,761,43,66,37,1.5,720,2,0
108,1,1,761,43,66,37,1.5,720,3,0
108,0,1,761,43,66,37,1.5,720,4,0
116,1,1,761,43,66,37,1.5,720,2,0
0,1,1,761,43,66,37,1.5,720,1,0
2,1,1,761,43,66,37,1.5,720,2,0
7,1,1,761,42,67,37,1.5,720,2,0
7,0,1,761,42,67,37,1.5,720,2,0
10,1,1,761,43,66,37,1.5,720,1,0
24,1,1,761,43,66,37,1.5,720,1,0
27,1,1,761,43,66,37,1.5,720,4,0
27,0,1,761,43,66,37,1.5,720,9,0
38,0,1,761,43,66,37,1.5,720,1,0
64,1,1,761,43,66,37,1.5,720,3,0
64,0,1,761,43,66,37,1.5,720,3,0
66,0,1,761,43,66,37,1.5,720,22,0
115,0,1,761,43,66,37,1.5,720,1,0
11,1,1,761,43,66,37,1.5,720,6,0
11,0,1,761,43,66,37,1.5,720,7,0
12,1,1,761,43,66,37,1.5,720,4,0
12,0,1,761,43,66,37,1.5,720,25,0
16,1,1,761,43,66,37,1.5,720,1,0
21,0,1,761,43,66,37,1.5,720,14,0
63,1,1,761,43,66,37,1.5,720,3,0
106,1,1,761,43,66,37,1.5,720,2,0
106,0,1,761,43,66,37,1.5,720,1,0
73,0,1,761,43,66,37,1.5,720,1,0
3,1,1,761,43,66,37,1.5,720,2,0
3,0,1,761,43,66,37,1.5,720,4,0
25,1,1,761,43,66,37,1.5,720,3,0
25,0,1,761,43,66,37,1.5,720,1,0
26,0,1,761,43,66,37,1.5,720,1,0
28,1,1,761,43,66,37,1.5,720,2,0
28,0,1,761,43,66,37,1.5,720,2,0
41,0,1,761,43,66,37,1.5,720,2,0
42,1,1,761,43,66,37,1.5,720,9,0
42,0,1,761,43,66,37,1.5,720,25,0
42,0,0,761,43,66,37,1.5,720,1,0
43,1,1,761,43,66,37,1.5,720,5,0
43,0,1,761,43,66,37,1.5,720,15,0
45,1,1,761,43,66,37,1.5,720,5,0
45,0,1,761,43,66,37,1.5,720,16,0
46,1,1,761,43,66,37,1.5,720,17,0
46,0,1,761,43,66,37,1.5,720,31,0
47,1,1,761,43,66,37,1.5,720,16,1
47,0,1,761,43,66,37,1.5,720,3,0
48,1,1,761,43,66,37,1.5,720,9,0
48,0,1,761,43,66,37,1.5,720,6,0
48,0,0,761,43,66,37,1.5,720,1,0
50,0,1,761,43,66,37,1.5,720,2,0
52,1,1,761,43,66,37,1.5,720,4,0
52,0,1,761,43,66,37,1.5,720,1,1
53,1,1,761,43,66,37,1.5,720,2,0
58,1,1,761,43,66,37,1.5,720,2,0
59,0,1,761,43,66,37,1.5,720,1,0
60,0,0,761,43,66,37,1.5,720,1,0
61,1,1,761,43,66,37,1.5,720,1,0
81,1,1,761,43,66,37,1.5,720,9,1
81,0,1,761,43,66,37,1.5,720,5,0
101,1,1,761,43,66,37,1.5,720,32,0
101,0,1,761,43,66,37,1.5,720,22,0
44,0,1,761,43,66,37,1.5,720,6,0
82,0,1,761,43,66,37,1.5,720,50,0
86,1,1,761,43,66,37,1.5,720,10,0
86,1,1,761,43,66,37,1.5,720,3,0
86,0,1,761,43,66,37,1.5,720,1,0
86,0,1,761,43,66,37,1.5,720,42,0
86,0,1,761,43,66,37,1.5,720,23,0
86,0,1,761,43,66,37,1.5,720,50,0
109,1,1,761,43,66,37,1.5,720,20,0
109,0,1,761,43,66,37,1.5,720,12,0
110,1,1,761,43,66,37,1.5,720,7,0
111,1,1,761,43,66,37,1.5,720,7,0
111,0,1,761,43,66,37,1.5,720,25,0
112,1,1,761,43,66,37,1.5,720,8,0
112,0,1,761,43,66,37,1.5,720,3,0
113,1,1,761,43,66,37,1.5,720,18,0
113,0,1,761,43,66,37,1.5,720,3,0
80,0,1,761,43,66,37,1.5,720,3,0
83,1,1,761,43,66,37,1.5,720,2,0
83,0,1,761,43,66,37,1.5,720,32,0
51,1,1,761,43,66,37,1.5,720,1,0
57,0,1,761,43,66,37,1.5,720,1,0
75,1,1,761,43,66,37,1.5,720,1,0
77,0,1,761,43,66,37,1.5,720,1,0
78,1,1,761,43,66,37,1.5,720,1,0
78,0,1,761,43,66,37,1.5,720,1,0
79,0,1,761,43,66,37,1.5,720,41,0
19,0,1,761,43,66,37,1.5,720,1,0
102,1,1,761,43,66,37,1.5,720,6,0
102,0,1,761,43,66,37,1.5,720,1,0
117,0,1,761,43,66,37,1.5,720,1,0
117,0,0,761,43,66,37,1.5,720,1,0
1,1,1,741,57,89,38,1.5,720,24,0
1,0,1,741,57,89,38,1.5,720,17,0
6,1,1,741,58,88,38,1.5,720,5,0
6,0,1,741,58,88,38,1.5,720,13,0
13,0,1,741,58,88,38,1.5,720,3,0
32,1,1,741,57,89,38,1.5,720,6,0
32,0,1,741,57,89,38,1.5,720,7,0
33,1,1,741,57,89,38,1.5,720,3,0
35,1,1,741,57,89,38,1.5,720,2,0
35,0,1,741,57,89,38,1.5,720,2,0
36,0,1,741,57,89,38,1.5,720,1,0
39,1,1,741,57,89,38,1.5,720,2,0
39,0,1,741,57,89,38,1.5,720,1,0
84,1,1,741,57,89,38,1.5,720,2,0
84,0,1,741,57,89,38,1.5,720,7,0
84,0,0,741,57,89,38,1.5,720,1,0
89,0,1,741,58,88,38,1.5,720,1,0
94,1,1,741,57,89,38,1.5,720,1,0
94,0,1,741,57,89,38,1.5,720,2,0
99,0,1,741,57,89,38,1.5,720,4,0
8,1,1,741,58,88,38,1.5,720,6,0
8,0,1,741,58,88,38,1.5,720,21,0
9,0,1,741,58,88,38,1.5,720,1,0
9,0,0,741,58,88,38,1.5,720,1,0
14,1,1,741,58,88,38,1.5,720,5,0
14,0,1,741,58,88,38,1.5,720,9,0
17,1,1,741,57,89,38,1.5,720,2,0
17,0,1,741,57,89,38,1.5,720,1,0
18,0,1,741,57,89,38,1.5,720,1,0
20,1,1,741,57,89,38,1.5,720,9,0
20,1,0,741,57,89,38,1.5,720,3,0
20,0,1,741,57,89,38,1.5,720,10,0
22,1,1,741,57,89,38,1.5,720,1,0
22,0,1,741,57,89,38,1.5,720,11,0
23,1,1,741,57,89,38,1.5,720,6,0
23,0,1,741,57,89,38,1.5,720,3,0
87,0,0,741,57,89,38,1.5,720,1,0
91,1,1,741,57,89,38,1.5,720,1,0
91,0,1,741,57,89,38,1.5,720,1,0
92,0,1,741,57,89,38,1.5,720,4,0
95,1,1,741,57,89,38,1.5,720,1,0
95,1,0,741,57,89,38,1.5,720,1,0
95,0,1,741,57,89,38,1.5,720,1,0
96,0,0,741,57,89,38,1.5,720,1,0
97,1,1,741,57,89,38,1.5,720,7,0
97,0,1,741,57,89,38,1.5,720,20,0
98,1,1,741,57,89,38,1.5,720,1,0
98,0,1,741,57,89,38,1.5,720,3,0
98,0,0,741,57,89,38,1.5,720,1,0
100,0,1,741,57,89,38,1.5,720,1,0
100,0,0,741,57,89,38,1.5,720,1,0
2,1,1,741,57,89,38,1.5,720,4,0
5,0,1,741,58,88,38,1.5,720,2,0
7,1,1,741,58,88,38,1.5,720,2,0
7,0,1,741,58,88,38,1.5,720,6,0
10,1,1,741,57,89,38,1.5,720,1,0
10,1,0,741,57,89,38,1.5,720,1,0
27,0,1,741,57,89,38,1.5,720,7,0
34,1,1,741,57,89,38,1.5,720,1,0
34,0,1,741,57,89,38,1.5,720,1,0
38,1,1,741,57,89,38,1.5,720,2,0
115,1,1,741,57,89,38,1.5,720,1,0
11,1,1,741,57,89,38,1.5,720,1,0
11,0,1,741,57,89,38,1.5,720,4,0
12,1,1,741,57,89,38,1.5,720,1,0
12,0,1,741,57,89,38,1.5,720,2,0
12,0,0,741,57,89,38,1.5,720,3,0
16,1,1,741,57,89,38,1.5,720,1,0
16,0,1,741,57,89,38,1.5,720,6,0
21,1,1,741,57,89,38,1.5,720,10,0
90,0,1,741,57,89,38,1.5,720,3,0
4,0,1,741,57,89,38,1.5,720,1,0
4,0,0,741,57,89,38,1.5,720,1,0
15,1,1,741,57,89,38,1.5,720,2,0
15,0,1,741,57,89,38,1.5,720,1,0
31,1,1,741,57,89,38,1.5,720,19,0
31,0,1,741,57,89,38,1.5,720,1,0
3,1,1,741,57,89,38,1.5,720,1,0
3,1,0,741,57,89,38,1.5,720,1,0
3,0,1,741,57,89,38,1.5,720,7,0
25,1,1,741,57,89,38,1.5,720,4,0
25,0,1,741,57,89,38,1.5,720,2,0
25,0,0,741,57,89,38,1.5,720,1,0
28,1,1,741,57,89,38,1.5,720,2,0
28,0,0,741,57,89,38,1.5,720,1,0
41,1,1,741,57,89,38,1.5,720,2,0
41,0,1,741,57,89,38,1.5,720,2,0
42,0,1,741,57,89,38,1.5,720,1,0
43,1,1,741,57,89,38,1.5,720,14,0
43,0,1,741,57,89,38,1.5,720,20,0
44,0,1,741,57,89,38,1.5,720,3,0
19,1,1,741,57,89,38,1.5,720,2,0
19,0,1,741,57,89,38,1.5,720,6,0
65,1,1,739,59,84,38,1.5,720,2,0
65,0,1,739,59,84,38,1.5,720,2,0
69,1,1,739,59,84,38,1.5,720,1,0
69,0,1,739,59,84,38,1.5,720,1,0
69,0,0,739,59,84,38,1.5,720,1,0
71,1,1,739,59,84,38,1.5,720,2,0
71,1,0,739,59,84,38,1.5,720,1,0
74,1,1,739,59,84,38,1.5,720,20,0
74,0,1,739,59,84,38,1.5,720,25,0
67,0,0,739,59,84,38,1.5,720,1,0
68,1,1,739,59,84,38,1.5,720,1,0
68,1,1,739,59,84,38,1.5,720,2,0
68,0,1,739,59,84,38,1.5,720,3,0
70,1,1,739,59,84,38,1.5,720,1,0
70,0,1,739,59,84,38,1.5,720,2,0
85,1,1,739,59,84,38,1.5,720,1,0
91,0,1,739,59,84,38,1.5,720,1,0
92,1,1,739,59,84,38,1.5,720,2,0
95,0,0,739,59,84,38,1.5,720,1,0
104,1,1,739,59,84,38,1.5,720,2,0
104,0,1,739,59,84,38,1.5,720,1,0
104,0,0,739,59,84,38,1.5,720,1,0
64,1,1,739,59,84,38,1.5,720,2,0
64,0,1,739,59,84,38,1.5,720,1,0
66,1,1,739,59,84,38,1.5,720,1,0
107,1,1,739,59,84,38,1.5,720,1,0
63,1,1,739,59,84,38,1.5,720,2,0
106,1,1,739,59,84,38,1.5,720,1,0
106,0,1,739,59,84,38,1.5,720,1,0
73,0,1,739,59,84,38,1.5,720,1,0
45,1,1,739,59,84,38,1.5,720,21,0
45,1,0,739,59,84,38,1.5,720,2,0
45,0,1,739,59,84,38,1.5,720,16,0
45,0,0,739,59,84,38,1.5,720,3,0
46,1,1,739,59,84,38,1.5,720,16,0
46,0,1,739,59,84,38,1.5,720,14,0
47,1,1,739,59,84,38,1.5,720,6,0
47,0,1,739,59,84,38,1.5,720,1,0
47,0,0,739,59,84,38,1.5,720,2,0
49,1,1,739,59,84,38,1.5,720,2,0
49,0,1,739,59,84,38,1.5,720,2,0
50,1,1,739,59,84,38,1.5,720,1,0
50,0,1,739,59,84,38,1.5,720,2,0
52,1,1,739,59,84,38,1.5,720,1,0
52,0,1,739,59,84,38,1.5,720,1,0
53,0,1,739,59,84,38,1.5,720,2,0
54,0,1,739,59,84,38,1.5,720,3,0
55,1,1,739,59,84,38,1.5,720,1,0
56,0,1,739,59,84,38,1.5,720,1,0
58,1,1,739,59,84,38,1.5,720,6,0
58,0,1,739,59,84,38,1.5,720,2,0
58,0,0,739,59,84,38,1.5,720,1,0
59,1,1,739,59,84,38,1.5,720,5,0
60,1,1,739,59,84,38,1.5,720,2,0
60,0,0,739,59,84,38,1.5,720,2,0
61,0,1,739,59,84,38,1.5,720,1,0
62,0,0,739,59,84,38,1.5,720,1,0
81,0,1,739,59,84,38,1.5,720,7,0
101,1,1,739,59,84,38,1.5,720,15,0
101,0,1,739,59,84,38,1.5,720,5,0
101,0,0,739,59,84,38,1.5,720,1,0
44,1,1,739,59,84,38,1.5,720,4,0
82,1,1,739,59,84,38,1.5,720,29,0
82,1,1,739,59,84,38,1.5,720,49,0
82,1,1,739,59,84,38,1.5,720,50,0
82,1,1,739,59,84,38,1.5,720,11,0
82,1,0,739,59,84,38,1.5,720,4,0
82,0,1,739,59,84,38,1.5,720,50,0
82,0,1,739,59,84,38,1.5,720,42,0
82,0,1,739,59,84,38,1.5,720,26,1
86,1,1,739,59,84,38,1.5,720,17,0
86,1,1,739,59,84,38,1.5,720,4,0
86,0,1,739,59,84,38,1.5,720,31,0
86,0,1,739,59,84,38,1.5,720,29,0
86,0,0,739,59,84,38,1.5,720,2,0
109,1,1,739,59,84,38,1.5,720,8,0
109,0,1,739,59,84,38,1.5,720,11,0
110,1,1,739,59,84,38,1.5,720,1,0
110,0,0,739,59,84,38,1.5,720,1,0
111,1,1,739,59,84,38,1.5,720,5,0
111,0,0,739,59,84,38,1.5,720,1,0
112,1,1,739,59,84,38,1.5,720,2,0
112,0,1,739,59,84,38,1.5,720,2,0
113,1,1,739,59,84,38,1.5,720,4,0
80,0,1,739,59,84,38,1.5,720,2,0
83,1,1,739,59,84,38,1.5,720,5,0
83,0,1,739,59,84,38,1.5,720,5,0
57,1,1,739,59,84,38,1.5,720,1,0
76,1,1,739,59,84,38,1.5,720,2,0
76,0,1,739,59,84,38,1.5,720,2,0
77,1,1,739,59,84,38,1.5,720,1,0
77,0,1,739,59,84,38,1.5,720,7,0
78,1,1,739,59,84,38,1.5,720,1,0
79,1,1,739,59,84,38,1.5,720,6,0
79,0,1,739,59,84,38,1.5,720,2,0
102,1,0,739,59,84,38,1.5,720,1,0
102,0,1,739,59,84,38,1.5,720,2,0
102,0,0,739,59,84,38,1.5,720,1,0
103,1,1,739,59,84,38,1.5,720,1,0
117,0,1,739,59,84,38,1.5,720,3,0
1,1,1,725,62,91,39,1.5,720,33,0
1,0,1,725,62,91,39,1.5,720,41,0
6,0,1,725,63,90,39,1.5,720,3,0
13,0,1,725,63,90,39,1.5,720,5,0
35,1,1,725,62,91,39,1.5,720,11,0
35,0,1,725,62,91,39,1.5,720,5,0
36,1,1,725,62,91,39,1.5,720,3,0
36,0,1,725,62,91,39,1.5,720,2,0
39,1,1,725,62,91,39,1.5,720,7,0
39,0,1,725,62,91,39,1.5,720,2,0
65,1,1,725,62,91,39,1.5,720,2,0
65,1,1,725,62,91,39,1.5,720,12,0
65,0,1,725,62,91,39,1.5,720,1,0
65,0,1,725,62,91,39,1.5,720,3,0
69,1,1,725,62,91,39,1.5,720,3,0
74,1,1,725,62,91,39,1.5,720,17,0
74,0,1,725,62,91,39,1.5,720,1,0
74,0,1,725,62,91,39,1.5,720,50,0
84,1,1,725,62,91,39,1.5,720,3,0
84,0,0,725,62,91,39,1.5,720,1,0
89,1,1,725,63,90,39,1.5,720,10,0
89,0,1,725,63,90,39,1.5,720,1,0
94,1,1,725,62,91,39,1.5,720,3,0
94,0,1,725,62,91,39,1.5,720,5,0
99,1,1,725,62,91,39,1.5,720,10,0
105,1,1,725,62,91,39,1.5,720,1,0
105,0,1,725,62,91,39,1.5,720,1,0
8,1,1,725,63,90,39,1.5,720,3,0
8,0,1,725,63,90,39,1.5,720,29,0
9,0,1,725,63,90,39,1.5,720,2,0
14,1,1,725,63,90,39,1.5,720,5,0
14,0,1,725,63,90,39,1.5,720,20,0
17,1,1,725,62,91,39,1.5,720,2,0
18,1,1,725,62,91,39,1.5,720,1,0
18,0,1,725,62,91,39,1.5,720,3,0
20,1,1,725,62,91,39,1.5,720,5,0
20,1,0,725,62,91,39,1.5,720,1,0
20,0,1,725,62,91,39,1.5,720,12,0
22,1,1,725,62,91,39,1.5,720,3,0
22,0,1,725,62,91,39,1.5,720,20,0
23,1,1,725,62,91,39,1.5,720,9,0
23,0,1,725,62,91,39,1.5,720,17,0
67,1,1,725,62,91,39,1.5,720,2,0
67,0,1,725,62,91,39,1.5,720,7,0
68,0,1,725,62,91,39,1.5,720,3,0
70,1,1,725,62,91,39,1.5,720,4,0
70,0,1,725,62,91,39,1.5,720,3,0
85,1,1,725,62,91,39,1.5,720,12,0
85,0,1,725,62,91,39,1.5,720,34,0
87,1,1,725,62,91,39,1.5,720,1,0
91,1,1,725,62,91,39,1.5,720,1,0
91,1,1,725,62,91,39,1.5,720,2,0
92,1,1,725,62,91,39,1.5,720,3,0
92,0,1,725,62,91,39,1.5,720,2,0
93,1,1,725,62,91,39,1.5,720,1,0
96,1,1,725,62,91,39,1.5,720,3,0
96,0,1,725,62,91,39,1.5,720,5,0
96,0,0,725,62,91,39,1.5,720,1,0
97,1,1,725,62,91,39,1.5,720,2,0
97,0,1,725,62,91,39,1.5,720,22,0
98,0,1,725,62,91,39,1.5,720,1,0
100,1,1,725,62,91,39,1.5,720,7,0
100,0,1,725,62,91,39,1.5,720,1,0
104,1,1,725,62,91,39,1.5,720,8,0
104,0,1,725,62,91,39,1.5,720,4,0
108,1,1,725,62,91,39,1.5,720,2,0
108,0,1,725,62,91,39,1.5,720,7,0
114,1,1,725,62,91,39,1.5,720,7,0
114,0,1,725,62,91,39,1.5,720,4,0
116,1,1,725,62,91,39,1.5,720,2,0
2,1,1,725,62,91,39,1.5,720,6,0
2,0,1,725,62,91,39,1.5,720,6,0
5,1,1,725,63,90,39,1.5,720,3,0
7,0,1,725,63,90,39,1.5,720,15,0
10,1,1,725,62,91,39,1.5,720,3,0
10,1,0,725,62,91,39,1.5,720,1,0
10,0,1,725,62,91,39,1.5,720,5,0
24,1,1,725,62,91,39,1.5,720,1,0
27,0,1,725,62,91,39,1.5,720,5,0
34,0,1,725,62,91,39,1.5,720,2,0
38,1,1,725,62,91,39,1.5,720,9,0
38,0,1,725,62,91,39,1.5,720,3,0
64,1,1,725,62,91,39,1.5,720,12,0
64,0,1,725,62,91,39,1.5,720,3,0
64,0,0,725,62,91,39,1.5,720,1,0
66,1,1,725,62,91,39,1.5,720,2,0
66,0,1,725,62,91,39,1.5,720,6,0
115,1,1,725,62,91,39,1.5,720,6,0
115,0,1,725,62,91,39,1.5,720,2,0
11,1,1,725,62,91,39,1.5,720,13,0
11,0,1,725,62,91,39,1.5,720,6,0
12,1,1,725,62,91,39,1.5,720,4,0
12,0,1,725,62,91,39,1.5,720,5,0
21,1,1,725,62,91,39,1.5,720,12,0
21,0,1,725,62,91,39,1.5,720,5,0
63,1,1,725,62,91,39,1.5,720,1,0
90,1,1,725,62,91,39,1.5,720,11,0
90,0,1,725,62,91,39,1.5,720,1,0
90,0,0,725,62,91,39,1.5,720,1,0
106,1,1,725,62,91,39,1.5,720,6,0
106,0,1,725,62,91,39,1.5,720,1,0
4,1,1,725,62,91,39,1.5,720,2,0
15,1,1,725,62,91,39,1.5,720,2,0
73,1,1,725,62,91,39,1.5,720,6,0
73,0,1,725,62,91,39,1.5,720,5,0
3,0,1,725,62,91,39,1.5,720,23,0
25,1,1,725,62,91,39,1.5,720,2,0
25,0,1,725,62,91,39,1.5,720,2,0
25,0,0,725,62,91,39,1.5,720,1,0
26,1,1,725,62,91,39,1.5,720,5,0
26,0,1,725,62,91,39,1.5,720,1,0
28,0,1,725,62,91,39,1.5,720,2,0
41,0,1,725,62,91,39,1.5,720,2,0
42,1,1,725,62,91,39,1.5,720,15,0
42,0,1,725,62,91,39,1.5,720,9,0
42,0,0,725,62,91,39,1.5,720,1,0
43,0,1,725,62,91,39,1.5,720,17,0
45,1,1,725,62,91,39,1.5,720,5,0
45,0,1,725,62,91,39,1.5,720,4,0
46,1,1,725,62,91,39,1.5,720,6,0
46,0,1,725,62,91,39,1.5,720,11,0
46,0,0,725,62,91,39,1.5,720,3,0
47,0,1,725,62,91,39,1.5,720,8,0
52,1,1,725,62,91,39,1.5,720,1,0
52,0,1,725,62,91,39,1.5,720,1,0
53,0,1,725,62,91,39,1.5,720,3,0
54,0,1,725,62,91,39,1.5,720,1,0
58,1,1,725,62,91,39,1.5,720,2,0
58,0,1,725,62,91,39,1.5,720,6,0
59,1,1,725,62,91,39,1.5,720,6,0
59,0,1,725,62,91,39,1.5,720,5,0
62,1,1,725,62,91,39,1.5,720,1,0
62,0,1,725,62,91,39,1.5,720,1,0
44,1,1,725,62,91,39,1.5,720,4,0
44,0,1,725,62,91,39,1.5,720,1,0
82,1,1,725,62,91,39,1.5,720,50,0
82,0,1,725,62,91,39,1.5,720,50,0
82,0,1,725,62,91,39,1.5,720,50,1
82,0,1,725,62,91,39,1.5,720,48,0
82,0,1,725,62,91,39,1.5,720,29,0
