Species,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,YMD,PIPIENS,RESTUANS,SALINARIUS,TERRITANS,Station,Tmax,Tmin,DewPoint,WetBulb,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_int,Normal_Temp,Depart_calc,RA,BR,TS,HZ,SN,FG,FG+,FU,DZ,VC,MI,BC,Days_Since_Spray,Dist_to_Closest_Spray
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,1,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,1,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.673408,-87.599862,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX SALINARIUS,41.673408,-87.599862,5,1,0,2007-07-25,0,0,1,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX TERRITANS,41.673408,-87.599862,5,1,0,2007-07-25,0,0,0,1,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,17,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,46,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,50,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.726465,-87.585413,5,48,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,10,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,42,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.726465,-87.585413,5,50,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.729669,-87.582699,5,2,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.729669,-87.582699,5,1,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,50,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.704572,-87.565666,8,33,0,2007-07-25,1,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.704572,-87.565666,8,11,0,2007-07-25,0,1,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.704572,-87.565666,8,10,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.704572,-87.565666,8,45,0,2007-07-25,1,0,0,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX SALINARIUS,41.704572,-87.565666,8,2,0,2007-07-25,0,0,1,0,2,83,70,60,66.0,438,1918,0.0,29.35,29.99,6.4,23,7.0,77,74.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.95469,-87.800991,9,23,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.95469,-87.800991,9,11,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.95469,-87.800991,9,1,0,2007-07-27,1,0,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.994991,-87.769279,9,1,0,2007-07-27,1,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.974089,-87.824812,8,1,0,2007-07-27,1,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974089,-87.824812,8,1,0,2007-07-27,0,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.974089,-87.824812,8,2,0,2007-07-27,0,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.9216,-87.666455,8,5,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.9216,-87.666455,8,1,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.891118,-87.654491,8,13,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.891118,-87.654491,8,5,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.891118,-87.654491,8,3,0,2007-07-27,1,0,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.867108,-87.654224,8,2,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.867108,-87.654224,8,1,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.896282,-87.655232,8,6,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.896282,-87.655232,8,2,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.921965,-87.632085,8,1,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.891126,-87.61156,5,1,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.999129,-87.795585,8,1,0,2007-07-27,0,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,42.01743,-87.687769,8,2,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,42.01743,-87.687769,8,2,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.981964,-87.812827,8,1,0,2007-07-27,1,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.981964,-87.812827,8,1,0,2007-07-27,0,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS,41.981964,-87.812827,8,1,0,2007-07-27,1,0,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.944869,-87.832763,8,6,0,2007-07-27,1,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.944869,-87.832763,8,5,0,2007-07-27,0,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,42.011601,-87.811506,8,4,0,2007-07-27,1,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.979243,-87.750938,9,1,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.986921,-87.689778,9,1,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.986921,-87.689778,9,2,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.801498,-87.763416,9,1,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.961743,-87.76007,9,4,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.961743,-87.76007,9,3,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.953067,-87.776792,8,3,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.953067,-87.776792,8,1,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.878114,-87.629798,3,4,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.878114,-87.629798,3,2,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.958271,-87.702575,9,6,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.916265,-87.800515,8,5,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.916265,-87.800515,8,2,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.846075,-87.716277,9,1,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.948167,-87.730698,8,1,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.963976,-87.69181,9,1,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.963976,-87.69181,9,1,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.964242,-87.757639,8,2,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.964242,-87.757639,8,2,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.990284,-87.797127,8,1,0,2007-07-27,1,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.990284,-87.797127,8,1,0,2007-07-27,0,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,42.008314,-87.777921,9,2,0,2007-07-27,1,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,42.008314,-87.777921,9,4,0,2007-07-27,0,1,0,0,1,83,70,68,70.0,440,1917,0.17,29.11,29.82,3.0,3,7.9,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.991429,-87.747113,8,1,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.991429,-87.747113,8,1,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.921177,-87.79518,8,7,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX RESTUANS,41.921177,-87.79518,8,1,0,2007-07-27,0,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
CULEX PIPIENS/RESTUANS,41.857402,-87.694991,8,4,0,2007-07-27,1,1,0,0,2,83,70,67,70.0,440,1917,0.04,29.16,29.8,1.2,36,8.1,77,74.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,720,1.5
